SITECODE,NAZEV,SUBJECT,SIZE
CZ0714772,Údolí Bystøice,"chasmofytická vegetace silikátovıch skalnatıch svahù (8220), buèiny asociace Luzulo-Fagetum (9110), buèiny asociace Asperulo-Fagetum (9130), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), pøástevník kostivalovı (Euplagia quadripunctaria)",751.1231
CZ0624095,Údolí Dyje,"pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition (3150), bahnité bøehy øek s vegetací svazù Chenopodion rubri p.p. a Bidention p.p. (3270), kontinentální opadavé køoviny (40A0), panonské skalní trávníky (Stipo-Festucetalia pallentis) (6190), extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis) (6510), støedoevropské silikátové sutì (8150), chasmofytická vegetace vápnitıch skalnatıch svahù (8210), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), pionırská vegetace silikátovıch skal (Sedo-Scleranthion, Sedo albi-Veronicion dillenii) (8230), dubohabøiny asociace Galio-Carpinetum (9170), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), panonské šípákové doubravy (91H0), lesostepní bory (91U0), hoøavka duhová (Rhodeus sericeus amarus), hrouzek bìloploutvı (Gobio albipinnatus), hvozdík moravskı (Dianthus moravicus), kovaøík fialovı (Limoniscus violaceus), netopır velkı (Myotis myotis), roháè obecnı (Lucanus cervus), tesaøík obrovskı (Cerambyx cerdo)",1821.0468
CZ0614134,Údolí Jihlavy,"níinné a horské vodní toky s vegetací svazù Ranunculion fluitantis a Callitricho-Batrachion (3260), panonské skalní trávníky (Stipo-Festucetalia pallentis) (6190), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), subpanonské stepní trávníky (6240), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), dubohabøiny asociace Galio-Carpinetum (9170), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), eurosibiøské stepní doubravy (91I0), pøástevník kostivalovı (Euplagia quadripunctaria)",861.9281
CZ0514672,Údolí Jizery a Kamenice,"alpínské øeky a bylinná vegetace podél jejich bøehù (3220), níinné a horské vodní toky s vegetací svazù Ranunculion fluitantis a Callitricho-Batrachion (3260), evropská suchá vøesovištì (4030), vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì (6430), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), buèiny asociace Luzulo-Fagetum (9110), buèiny asociace Asperulo-Fagetum (9130), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), vranka obecná (Cottus gobio)",431.4713
CZ0813474,Údolí Moravice,"buèiny asociace Asperulo-Fagetum (9130), pøástevník kostivalovı (Euplagia quadripunctaria), støevlík hrbolatı (Carabus variolosus), vranka obecná (Cottus gobio)",223.2623
CZ0723020,Údolí Okluky,bourovec trnkovı (Eriogaster catax),17.1855
CZ0614131,Údolí Oslavy a Chvojnice,"níinné a horské vodní toky s vegetací svazù Ranunculion fluitantis a Callitricho-Batrachion (3260), panonské skalní trávníky (Stipo-Festucetalia pallentis) (6190), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), dubohabøiny asociace Galio-Carpinetum (9170), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), eurosibiøské stepní doubravy (91I0), dvouhrotec zelenı (Dicranum viride), jazıèek jadranskı (Himantoglossum adriaticum), koniklec velkokvìtı (Pulsatilla grandis), pøástevník kostivalovı (Euplagia quadripunctaria), vranka obecná (Cottus gobio)",2339.1052
CZ0624132,Údolí Svitavy,"chasmofytická vegetace silikátovıch skalnatıch svahù (8220), buèiny asociace Asperulo-Fagetum (9130), dubohabøiny asociace Galio-Carpinetum (9170), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), kovaøík fialovı (Limoniscus violaceus)",1204.5864
CZ0613010,Údolí Svratky u Krásného,modrásek bahenní (Phengaris nausithous),96.533
CZ0623718,Uherèice - zámek,vrápenec malı (Rhinolophus hipposideros),0.9022
CZ0533316,Uhersko,lesák rumìlkovı (Cucujus cinnaberinus),81.1644
CZ0723403,Uhliska,"modrásek bahenní (Phengaris nausithous), modrásek oèkovanı (Phengaris teleius)",50.6736
CZ0523291,Uhøínov - Benátky,modrásek bahenní (Phengaris nausithous),5.7759
CZ0313134,Újezdec,kuòka ohnivá (Bombina bombina),98.5549
CZ0724087,Újezdeckı les,"dubohabøiny asociace Galio-Carpinetum (9170), eurosibiøské stepní doubravy (91I0), bourovec trnkovı (Eriogaster catax)",932.274
CZ0414026,Úpolínová louka - Køíky,"evropská suchá vøesovištì (4030), druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech) (6230), bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae) (6410), vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì (6430), pøechodová rašeliništì a tøasovištì (7140), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), acidofilní smrèiny (Vaccinio-Piceetea) (9410), bolen dravı (Aspius aspius), hnìdásek chrastavcovı (Euphydryas aurinia), sleziník nepravı (Asplenium adulterinum)",687.183
CZ0423656,Úštìk - kostel,netopır velkı (Myotis myotis),0.0755
CZ0623793,Úvalskı rybník,kuòka ohnivá (Bombina bombina),12.6068
CZ0213802,V hladomoøí,"kontinentální opadavé køoviny (40A0), panonské skalní trávníky (Stipo-Festucetalia pallentis) (6190), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), dubohabøiny asociace Galio-Carpinetum (9170), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), pøástevník kostivalovı (Euplagia quadripunctaria)",146.6388
CZ0213822,V Hlinišatech,"èolek velkı (Triturus cristatus), kuòka lutobøichá (Bombina variegata)",1.288
CZ0613336,V Kopaninách,kuòka ohnivá (Bombina bombina),0.7743
CZ0614056,V Lisovech,"druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech) (6230), pøechodová rašeliništì a tøasovištì (7140), srpnatka fermeová (Hamatocaulis vernicosus), vrkoè Geyerùv (Vertigo geyeri)",30.5414
CZ0813475,Václavovice - pískovna,èolek velkı (Triturus cristatus),6.4651
CZ0213006,Valcha,vrkoè bainnı (Vertigo moulinsiana),2.1997
CZ0514668,Vápenice - Basa,"druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech) (6230), horské seèené louky (6520), buèiny asociace Luzulo-Fagetum (9110), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), netopır èernı (Barbastella barbastellus), netopır velkouchı (Myotis bechsteinii)",137.9301
CZ0213081,Vápenické jezero,kuòka ohnivá (Bombina bombina),8.3853
CZ0623349,Velickı hliník,kuòka lutobøichá (Bombina variegata),4.8714
CZ0713526,Velká Støelná - štoly,"netopır brvitı (Myotis emarginatus), netopır velkı (Myotis myotis)",0.0398
CZ0713745,Velké Losiny - lázeòskı dùm Eliška,netopır brvitı (Myotis emarginatus),0.1496
CZ0514243,Velkı a Malı Bezdìz,"chasmofytická vegetace silikátovıch skalnatıch svahù (8220), jeskynì nepøístupné veøejnosti (8310), buèiny asociace Luzulo-Fagetum (9110), netopır velkouchı (Myotis bechsteinii), tesaøík alpskı (Rosalia alpina)",70.3366
CZ0314019,Velkı a Malı Tisı,"páchník hnìdı (Osmoderma eremita), puchıøka útlá (Coleanthus subtilis), vydra øíèní (Lutra lutra)",677.6577
CZ0213082,Velkı Raputovskı rybník,"èolek velkı (Triturus cristatus), kuòka ohnivá (Bombina bombina)",10.4754
CZ0420166,Velkı rybník,"druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech) (6230), bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae) (6410), vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì (6430), pøechodová rašeliništì a tøasovištì (7140), váka jasnoskvrnná (Leucorrhinia pectoralis)",103.7167
CZ0213083,Veltrusy,"páchník hnìdı (Osmoderma eremita), roháè obecnı (Lucanus cervus)",297.4323
CZ0713746,Veselíèko,netopır velkı (Myotis myotis),0.1001
CZ0613338,Vetelské rybníky,kuòka ohnivá (Bombina bombina),45.0469
CZ0713395,Vidnava,modrásek bahenní (Phengaris nausithous),39.3392
CZ0523293,Víno,roháè obecnı (Lucanus cervus),72.4498
CZ0523014,Vladivostok,"modrásek bahenní (Phengaris nausithous), modrásek oèkovanı (Phengaris teleius)",22.1282
CZ0723434,Vlára,sekavèík horskı (Sabanejewia aurata),9.572
CZ0724430,Vlárskı prùsmyk,"polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia), vıznaèná nalezištì vstavaèovitıch - prioritní stanovištì (6210*), extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis) (6510), petrifikující prameny s tvorbou pìnovcù (Cratoneurion) (7220), buèiny asociace Asperulo-Fagetum (9130), dubohabøiny asociace Galio-Carpinetum (9170), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), pøástevník kostivalovı (Euplagia quadripunctaria), starèek dlouholistı moravskı (Tephroseris longifolia subsp. moravica), støevlík hrbolatı (Carabus variolosus), tesaøík alpskı (Rosalia alpina)",3172.6326
CZ0213009,Vlašimská Blanice,"mihule potoèní (Lampetra planeri), páchník hnìdı (Osmoderma eremita), velevrub tupı (Unio crassus), vydra øíèní (Lutra lutra)",402.5722
CZ0213084,Vlèkovice - Dubskı rybník,kuòka ohnivá (Bombina bombina),7.8193
CZ0713747,Vlkoš - statek,netopır brvitı (Myotis emarginatus),0.04
CZ0623719,Vranov nad Dyjí - základní škola,netopır brvitı (Myotis emarginatus),0.1046
CZ0533694,Vranová Lhota,netopır velkı (Myotis myotis),0.0334
CZ0313138,Vrbenské rybníky,"pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition (3150), bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae) (6410), kuòka ohnivá (Bombina bombina), páchník hnìdı (Osmoderma eremita)",363.2073
CZ0623030,Vrboveckı rybník,"oligotrofní a mezotrofní stojaté vody níinného a subalpínského stupnì kontinentální a alpínské oblasti a horskıch poloh a jinıch oblastí, s vegetací tøíd Littorelletea uniflorae nebo Isoëto-Nanojuncetea (3130), kuòka ohnivá (Bombina bombina)",37.1132
CZ0423232,Vrch Hazmburk,"pøástevník kostivalovı (Euplagia quadripunctaria), saranèe skalní (Stenobothrus eurasius)",31.3901
CZ0423233,Vrch Milá,saranèe skalní (Stenobothrus eurasius),5.49
CZ0423236,Všechlapy - Kamık,pøástevník kostivalovı (Euplagia quadripunctaria),12.0851
CZ0323647,Všeruby - kostel,netopır velkı (Myotis myotis),0.0474
CZ0214015,Vùznice,"støedoevropské silikátové sutì (8150), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), buèiny asociace Asperulo-Fagetum (9130), dubohabøiny asociace Galio-Carpinetum (9170), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), eurosibiøské stepní doubravy (91I0), kuòka lutobøichá (Bombina variegata), roháè obecnı (Lucanus cervus)",397.2324
CZ0424127,Vıchodní Krušnohoøí,"evropská suchá vøesovištì (4030), druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech) (6230), vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì (6430), horské seèené louky (6520), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), buèiny asociace Luzulo-Fagetum (9110), buèiny asociace Asperulo-Fagetum (9130), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), rašelinnı les (91D0), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), acidofilní smrèiny (Vaccinio-Piceetea) (9410), kovaøík fialovı (Limoniscus violaceus), modrásek bahenní (Phengaris nausithous), modrásek oèkovanı (Phengaris teleius)",14635.1328
CZ0623031,Vypálenky,"èolek dunajskı (Triturus dobrogicus), kuòka ohnivá (Bombina bombina)",65.2915
CZ0213630,Vysokı Újezd - kostel,netopır velkı (Myotis myotis),0.0526
CZ0413173,Za Údrèí,hnìdásek chrastavcovı (Euphydryas aurinia),31.7763
CZ0513508,Zahrádky,páchník hnìdı (Osmoderma eremita),12.673
CZ0213016,Zákolanskı potok,rak kamenáè (Austropotamobius torrentium),10.1023
CZ0813767,Záluná,netopır èernı (Barbastella barbastellus),0.2041
CZ0523009,Zámek v Kostelci nad Orlicí,vrápenec malı (Rhinolophus hipposideros),0.0196
CZ0523267,Zaorlicko,"horské seèené louky (6520), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), vranka obecná (Cottus gobio)",185.3711
CZ0514667,Západní jeskynì,"jeskynì nepøístupné veøejnosti (8310), vrápenec malı (Rhinolophus hipposideros)",0.0399
CZ0313140,Závišínskı potok,vranka obecná (Cottus gobio),30.7426
CZ0524045,Zbytka,"bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae) (6410), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), smíšené luní lesy s dubem letním (Quercus robur), jilmem vazem (Ulmus laevis), j. habrolistım (U. minor), jasanem ztepilım (Fraxinus excelsior) nebo j. úzkolistım (F. angustifolia) podél velkıch øek atlantské a støedoevropské provincie (Ulmenion minoris) (91F0), kuòka ohnivá (Bombina bombina)",79.4338
CZ0513668,Zdislava - kostel,netopır velkı (Myotis myotis),0.0558
CZ0713398,Zlaté Hory - Zlaté jezero,kuòka lutobøichá (Bombina variegata),25.758
CZ0214003,Zlatı kùò,"formace jalovce obecného (Juniperus communis) na vøesovištích nebo vápnitıch trávnících (5130), vápnité nebo bazické skalní trávníky (Alysso-Sedion albi) (6110), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), jeskynì nepøístupné veøejnosti (8310), dubohabøiny asociace Galio-Carpinetum (9170), netopır velkı (Myotis myotis), vrápenec malı (Rhinolophus hipposideros)",105.7205
CZ0323170,Zlatı potok,rak kamenáè (Austropotamobius torrentium),1.8703
CZ0614057,Znìtínské rybníky,"oligotrofní a mezotrofní stojaté vody níinného a subalpínského stupnì kontinentální a alpínské oblasti a horskıch poloh a jinıch oblastí, s vegetací tøíd Littorelletea uniflorae nebo Isoëto-Nanojuncetea (3130), kuòka ohnivá (Bombina bombina), puchıøka útlá (Coleanthus subtilis)",52.5832
CZ0623034,Znojmo - Kostel Nalezení sv. køíe,netopır velkı (Myotis myotis),0.1686
CZ0613700,ïár nad Sázavou - garáe,netopır brvitı (Myotis emarginatus),0.022
CZ0214050,ehuòsko,"pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition (3150), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia), vıznaèná nalezištì vstavaèovitıch - prioritní stanovištì (6210*), bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae) (6410), nivní louky øíèních údolí svazu Cnidion dubii (6440), extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis) (6510), zásaditá slatiništì (7230), panonské šípákové doubravy (91H0), eurosibiøské stepní doubravy (91I0), roháè obecnı (Lucanus cervus), vrkoè útlı (Vertigo angustior)",358.1087
CZ0214016,elivka,"bolen dravı (Aspius aspius), kuøièka hadcová (Minuartia smejkalii), netopır èernı (Barbastella barbastellus)",1327.9465
CZ0623032,idlochovickı zámeckı park,páchník hnìdı (Osmoderma eremita),23.0984
CZ0323648,ihobce - zámek,vrápenec malı (Rhinolophus hipposideros),0.1113
CZ0313141,ofina Hu,modrásek bahenní (Phengaris nausithous),45.0582
